1,АВАТЕК 15 % СС,Требуется,26,3650,2011-11-15
342,КАРНИВАК-КОВ,Требуется,7,5600,2019-11-03
343,КАРОЛИН +Se,Требуется,17,3600,2020-11-04
344,КАРОФЕРТИН,Требуется,26,4800,2016-09-29
345,КАРСУЛЕН,Требуется,27,6450,2019-09-08
346,КАТОБЕВИТ,Требуется,18,8950,2011-03-11
347,КАТОЗАЛ,Не требуется,8,8150,2016-01-10
348,КАФОРСЕН РАСТВОР ДЛЯ ИНЪЕКЦИЙ,Не требуется,25,8200,2011-04-10
349,КАФОРСЕН РАСТВОР ДЛЯ ПЕРОРАЛЬНОГО ПРИМЕНЕНИЯ,Не требуется,17,5850,2021-05-05
350,КАФОРСЕН ТАБЛЕТКИ,Требуется,22,1400,2018-04-16
351,КВАДРИКАТ,Не требуется,17,3450,2020-03-07
352,КВАДРИСОЛ 5,Не требуется,7,3300,2010-11-07
353,КВИВИТАН,Не требуется,23,10000,2017-04-01
354,КВИК БАЙТ ВГ 10,Не требуется,29,3400,2015-01-18
355,КВИНОКОЛ,Не требуется,26,2700,2016-10-01
356,КЕНОТЕСТ,Не требуется,22,5500,2020-06-16
357,КЕНТАВР ЛОСЬОН-СПРЕЙ РЕПЕЛЛЕНТНОЕ СРЕДСТВО,Не требуется,16,1800,2011-08-09
358,КЕТОКВИН 1% и 10%,Требуется,23,4600,2011-01-29
359,КЕТОПРОФ,Требуется,10,7700,2015-08-20
360,КЕТОПРОФЕН 10%,Требуется,6,9100,2017-08-22
361,КЕТОФЕН 1%,Не требуется,12,8050,2011-04-04
362,КЕТОФЕН ТАБЛЕТКИ,Не требуется,29,8000,2014-07-15
363,КИЛТИКС ОШЕЙНИК,Не требуется,15,8900,2021-02-15
364,КИНОРОН,Не требуется,6,2450,2012-05-16
365,КЛАВАСЕПТИН,Не требуется,24,1000,2019-04-01
366,КЛЕЕЛОВ КЛЕЙ,Не требуется,22,7650,2018-10-18
367,КЛЕЕЛОВ ЛИПКАЯ ЛЕНТА,Не требуется,11,3300,2013-04-04
368,КЛЕЕЛОВ ЛИПКАЯ ПЛАСТИНА,Требуется,25,9400,2020-12-23
369,КЛЕТКИ КРОВИ АЭРОЗОЛЬНОЙ СУШКИ АР-301,Требуется,21,3200,2018-01-20
370,КЛИНАФАРМ СПРЕЙ,Не требуется,23,8800,2013-06-21
371,КЛИНДАСПЕКТИН ВОДОРАСТВОРИМЫЙ ПОРОШОК,Не требуется,8,7500,2021-07-02
372,КЛИНДАСПЕКТИН РАСТВОР ДЛЯ ИНЪЕКЦИЙ,Требуется,21,5600,2012-01-03
373,КЛОВЕРМ,Не требуется,30,7100,2018-12-15
374,КЛОЗАЛЬБЕН-10,Не требуется,24,7600,2015-12-10
375,КЛОЗАНТЕКС,Не требуется,28,1800,2010-04-20
376,КЛОЗАНТИН,Не требуется,12,8800,2019-10-16
377,КЛОКСАМАСТ,Требуется,10,3850,2021-08-18
378,КОБАКТАН,Требуется,23,3300,2020-07-03
379,КОБАКТАН LC,Не требуется,22,6450,2021-04-22
380,КОВЕРТАЛ РАСТВОР ДЛЯ ИНЪЕКЦИЙ,Не требуется,11,8850,2013-10-19
381,КОВИНАН,Не требуется,16,2150,2018-05-27
382,КОВИТСАН,Требуется,13,6500,2015-08-02
383,КОКЦИДИН-10,Требуется,16,8600,2020-11-25
384,КОКЦИСАН 12 %,Не требуется,15,5450,2011-03-23
385,КОЛИГЕН Г-100,Не требуется,12,6650,2020-05-31
386,КОЛИДОКС,Не требуется,17,4400,2021-04-27
387,КОЛИМАСТ,Требуется,25,3450,2019-05-14
388,КОЛИНГОР,Не требуется,30,7200,2020-08-27
389,КОЛМИК-Е,Не требуется,13,7050,2020-10-02
390,КОМБОВАК,Требуется,11,8850,2013-02-21
391,КОМБОВАК-К,Требуется,11,3300,2012-07-21
392,КОМПЛЕКС В,Требуется,5,4500,2011-06-22
393,КОМПЛЕКС ВИТАМИНОВ А Д3 Е В МАСЛЕ,Требуется,24,9050,2011-08-16
394,КОМУЛИН,Не требуется,7,3700,2011-10-13
395,КОНВЕНИЯ,Не требуется,30,4150,2019-01-01
396,КОРМ ЭЛИТА,Требуется,25,3450,2018-03-01
397,КОРТАВАНС,Не требуется,21,5350,2019-03-16
398,КОСТОЧКА,Требуется,11,4850,2018-06-26
399,КОТ БАЮН РАСТВОР,Не требуется,24,8850,2012-11-03
400,КОТ БАЮН ТАБЛЕТКИ,Требуется,27,9050,2018-10-01
401,КОТЭРВИН,Требуется,16,1250,2015-09-28
402,КОФЕИН-БЕНЗОАТ НАТРИЯ 20 %,Не требуется,9,2400,2019-06-28
403,КОФЕИН-БЕНЗОАТ НАТРИЯ 20 %,Не требуется,26,1150,2016-11-08
404,КОЦЕФЕН 200,Не требуется,28,6000,2020-05-15
405,КРЕМ ЗАЩИТНЫЙ ЗАБОТА,Не требуется,12,8400,2010-08-08
406,КРЕМ КОПЫТНЫЙ КОСМЕТИЧЕСКИЙ ДЛЯ ЛОШАДЕЙ,Требуется,14,6600,2021-07-28
407,КРЕМ КОСМЕТИЧЕСКИЙ НОЧКА С ДУШИЦЕЙ И ШИПОВНИКОМ,Требуется,12,2450,2018-05-30
408,КРЕМ КОСМЕТИЧЕСКИЙ НОЧКА С РОМАШКОЙ И КАЛЕНДУЛОЙ,Не требуется,19,6950,2019-09-07
409,КРЕМ ЛАБДОЛЕНОВЫЙ,Не требуется,16,5450,2021-08-29
410,КРЕМ «НЕЖНОСТЬ»,Требуется,21,6800,2012-06-23
411,КРЕОЛИН БЕСФЕНОЛЬНЫЙ КАМЕННОУГОЛЬНЫЙ,Требуется,28,3650,2012-07-24
412,КРЕОЛИН-Д,Не требуется,20,4150,2012-06-01
413,КРЕОЛИН-Х,Не требуется,28,2950,2013-01-20
414,КСИДИКОЛЬ СПРЕЙ,Требуется,30,9200,2020-06-17
415,КСИКЛАВ СУСПЕНЗИЯ,Требуется,14,8950,2012-10-04
416,КСИКЛАВ ТАБЛЕТКИ,Требуется,14,9300,2018-03-02
417,КСИЛА,Не требуется,29,5250,2020-01-08
418,КСИЛАНАЗА,Требуется,6,2000,2017-02-20
419,КСИЛАНИТ,Не требуется,17,8250,2020-07-17
420,МАГКОЛИСТИН,Требуется,8,9000,2017-04-16
421,МАГЭСТРОЛ,Требуется,6,9900,2011-12-29
422,МАГЭСТРОФАН,Не требуется,15,9550,2019-09-28
423,МАДИКОКС,Требуется,26,4550,2011-02-16
424,МАЗЬ АВЕРСЕКТИНОВАЯ,Не требуется,26,6750,2011-02-11
425,МАЗЬ АКАМИКСАН,Не требуется,30,9950,2018-12-20
426,МАЗЬ АНАНДИН,Требуется,16,3300,2015-08-28
427,МАЗЬ БИОСЕПТИН,Требуется,6,7000,2019-03-01
428,МАЗЬ ДЛЯ ОБРАБОТКИ ИНФИЦИРОВАННЫХ РАН,Не требуется,6,4450,2010-04-01
429,МАЗЬ ИХТИОЛОВАЯ,Не требуется,26,7150,2010-06-27
430,МАЗЬ ИХТИОЛОВАЯ,Требуется,21,1100,2012-01-10
431,МАЗЬ КАМФОРНАЯ 10%,Не требуется,15,7450,2013-03-29
432,МАЗЬ ЛАНТАВЕТ,Не требуется,9,1650,2012-12-02
433,МАЗЬ ЛЕВОМЕКОЛЬ,Требуется,30,7600,2018-05-09
434,МАЗЬ ПИХТОИН,Не требуется,17,1050,2020-09-07
435,МАЗЬ ПИХТОИНОВАЯ,Не требуется,8,2250,2013-02-16
436,МАЗЬ САЛИЦИЛОВАЯ,Не требуется,15,8150,2014-08-16
437,МАЗЬ СЕРНАЯ ПРОСТАЯ,Требуется,14,3600,2010-04-27
438,МАЗЬ СЕРНО-ДЕГТЯРНАЯ,Требуется,19,7400,2013-10-14
439,МАЗЬ СТРЕПТОЦИДОВАЯ (Агрофарм),Требуется,24,3900,2016-02-22
440,МАЗЬ СТРЕПТОЦИДОВАЯ (ЗВП),Требуется,24,4250,2018-02-03
441,МАЗЬ СТРЕПТОЦИДОВАЯ (Фармакс),Не требуется,13,8600,2018-09-12
442,МАЗЬ ТЕТРАЦИКЛИНОВАЯ 3 %,Требуется,24,9650,2014-08-19
443,МАЗЬ ФАРМАЙОДНАЯ АНТИСЕПТИЧЕСКАЯ,Требуется,29,3050,2020-10-27
444,МАЗЬ ЦИНКОВАЯ (Unguentum Zinci),Не требуется,5,9150,2017-12-28
445,МАЗЬ ЭРИТРОМИЦИНОВАЯ,Требуется,30,2200,2016-01-12
446,МАЗЬ ЯМ,Требуется,12,9150,2017-06-16
447,МАЗЬ ЯМ БК,Требуется,15,3550,2021-01-05
448,МАЗЬ ЯХАЛИМП,Требуется,26,6300,2016-09-11
449,МАКРОЛАН WS,Не требуется,8,5600,2020-04-24
450,МАКСИДИН 0.15,Требуется,19,5000,2019-01-17
451,МАКСИДИН 0.4,Не требуется,6,9400,2014-08-15
452,МАЛЬТ-ПАСТА,Не требуется,26,5800,2019-12-10
453,МАПРЕЛИН ХР10 ВЕЙКС,Требуется,20,2650,2010-01-28
454,МАРБОЦИН,Не требуется,13,4000,2012-07-19
455,МАРУКОКС 1 %,Требуется,25,2500,2010-10-03
456,МАРФЛОКСИН 10% РАСТВОР,Не требуется,26,1600,2011-03-17
457,МАРФЛОКСИН 2% РАСТВОР,Требуется,18,2850,2011-06-27
458,МАРФЛОКСИН ТАБЛЕТКИ,Не требуется,16,3450,2018-09-03
459,МАСЛО КАМФОРНОЕ 10 %,Требуется,21,6250,2017-10-11
460,МАСТЕНИТ,Требуется,7,9150,2017-06-03
461,МАСТИВЕКС,Требуется,14,6000,2014-06-06
462,МАСТИЕТ ГОЛД,Требуется,24,3050,2012-02-06
463,МАСТИЕТ ФОРТЕ,Требуется,22,3950,2013-10-10
464,МАСТИЛЕКС,Не требуется,25,4150,2020-08-09
465,МАСТИНОЛ,Не требуется,30,3900,2010-09-26
466,МАСТИСАН А,Требуется,10,4800,2017-04-13
467,МАСТИСЕПТ,Требуется,16,3000,2020-11-27
468,МАСТИСЕПТ-А,Требуется,5,5950,2015-01-20
469,МАСТОМЕТРИН РАСТВОР ДЛЯ ИНЪЕКЦИЙ,Требуется,14,6750,2017-04-18
470,МАСТОМИЦИН,Требуется,14,4750,2011-04-24
471,МАСТОСАНИТ,Не требуется,28,3850,2020-07-23
472,МЕДИЦИЛАТ,Не требуется,17,9350,2020-04-10
473,МЕКСИДОЛ-ВЕТ РАСТВОР ДЛЯ ИНЪЕКЦИЙ,Не требуется,26,7300,2019-08-15
474,МЕКСИДОЛ-ВЕТ ТАБЛЕТКИ,Не требуется,13,7150,2010-10-07
475,МЕЛ КОРМОВОЙ,Требуется,12,2950,2016-06-29
476,МЕЛОКСИВЕТ 0.2%,Не требуется,27,2700,2018-01-22
477,МЕЛОКСИДИЛ,Требуется,8,6600,2020-04-19
478,МЕРАДОК,Требуется,12,1100,2012-11-02
479,МЕСАЛИН,Требуется,11,4050,2018-11-08
480,МЕТАБОЛАЗА,Требуется,9,2750,2019-12-07
481,МЕТРАМАГ,Требуется,6,8150,2014-12-27
482,МЕТРАФУР,Не требуется,27,6550,2010-05-23
483,МЕТРИКУР,Не требуется,16,4550,2018-07-10
484,МЕТРОНИД 50,Не требуется,14,8250,2019-02-06
485,МЕТРОНИДАЗОЛ,Не требуется,28,2850,2016-12-19
486,МЕТРОНИДАЗОЛ ТАБЛЕТКИ,Требуется,17,9300,2014-07-25
487,МЕТРОСЕПТ,Требуется,16,7700,2013-04-22
488,МИЗОФЕН МАЗЬ,Не требуется,21,9350,2012-06-02
489,МИЗОФЕН-Ф,Требуется,28,7700,2017-08-14
490,МИКОАСК гель,Требуется,27,4150,2011-05-01
491,МИКОАСК полоски,Не требуется,6,7700,2016-02-12
492,МИКОДЕМОЦИД,Не требуется,19,9950,2010-05-01
493,МИКОЗОЛ,Требуется,29,1800,2018-03-09
494,МИКОСОРБ,Не требуется,26,1700,2019-01-12
495,МИКРОВИТАМ,Требуется,7,1350,2018-01-26
496,МИКСОФЕРОН,Требуется,11,3000,2014-12-20
497,МИЛОКЛОКС LA,Не требуется,7,9650,2017-02-09
498,МИЛПРАЗОН ТАБЛЕТКИ ДЛЯ КОШЕК,Не требуется,25,1350,2014-03-21
499,МИЛПРАЗОН ТАБЛЕТКИ ДЛЯ СОБАК,Не требуется,28,3350,2017-02-04
500,МИЛЬБЕМАКС ЖЕВАТЕЛЬНЫЕ ТАБЛЕТКИ,Не требуется,14,7850,2016-11-12
501,МИЛЬБЕМАКС ТАБЛЕТКИ,Не требуется,30,6400,2013-02-12
502,МИЛЬПРО ДОГ,Не требуется,22,1300,2018-10-10
503,МИЛЬПРО КЭТ,Требуется,13,7950,2016-10-28
504,МИНКОВАК,Требуется,22,1150,2013-04-22
505,МИНКОВАК 2,Не требуется,5,8900,2016-03-27
506,МИНКОВАК 3,Требуется,15,3300,2017-12-13
507,МИНКОВАК В,Не требуется,7,1700,2010-04-04
508,МИНКОВАК Е,Не требуется,22,2350,2017-02-06
509,МИНКОВАК Р,Не требуется,20,6850,2014-04-06
510,МИСС КИСС КАПЛИ ИНСЕКТО-АКАРИЦИДНЫЕ,Не требуется,27,6450,2018-05-22
511,МИСС КИСС ПАЛОЧКИ ВАТНЫЕ ИНТЕНСИВНАЯ ЗАЩИТА,Требуется,21,6600,2011-04-12
512,МИСС КИСС ПАЛОЧКИ ВАТНЫЕ ИНТЕНСИВНАЯ ЗАЩИТА,Не требуется,29,8700,2016-06-28
513,МИСС КИСС ШАМПУНЬ-КОНДИЦИОНЕР ГРАЦИОЗНЫЙ СФИНКС,Не требуется,14,3700,2012-06-07
514,МИСС КИСС ШАМПУНЬ-КОНДИЦИОНЕР ИЗЯЩНАЯ ПАНТЕРА,Не требуется,16,4450,2019-02-13
515,МИСС КИСС ШАМПУНЬ-КОНДИЦИОНЕР ПУШИСТЫЙ ХВОСТИК,Не требуется,23,5550,2016-07-10
516,МИСС КИСС ШАМПУНЬ-КОНДИЦИОНЕР РОСКОШНАЯ ЛЬВИЦА,Не требуется,24,5050,2021-05-18
517,МИСТЕР БРУНО СПРЕЙ,Требуется,8,5300,2017-05-28
518,МИСТЕР БРУНО КАПЛИ ИНСЕКТО-АКАРИЦИДНЫЕ,Требуется,29,4500,2013-03-26
519,МИСТЕР БРУНО ШАМПУНЬ ИНСЕКТИЦИДНЫЙ,Требуется,28,4850,2012-11-02
520,МИСТЕР БРУНО ШАМПУНЬ-КОНДИЦИОНЕР ГЛЯНЦЕВЫЙ БЛЕСК,Требуется,24,4400,2019-10-12
521,МИСТЕР БРУНО ШАМПУНЬ-КОНДИЦИОНЕР ЖЕСТКИЙ СТИЛЬ,Не требуется,24,8700,2015-04-25
522,МИСТЕР БРУНО ШАМПУНЬ-КОНДИЦИОНЕР МЯГКИЙ ПЛЮШ,Требуется,15,7850,2014-01-10
523,МИСТЕР БРУНО ШАМПУНЬ-КОНДИЦИОНЕР НЕЖНЫЙ БАРХАТ,Требуется,16,3700,2013-01-09
524,МИСТЕР БРУНО ШАМПУНЬ-КОНДИЦИОНЕР ПОСЛУШНЫЙ ШЕЛК,Не требуется,23,9150,2011-06-07
525,МИСТЕР БРУНО ШАМПУНЬ-КОНДИЦИОНЕР ПУШИСТОЕ ОБЛАКО,Требуется,18,5400,2015-05-23
526,МИСТЕР БРУНО ЭКСТРА КАПЛИ,Требуется,13,1850,2018-07-11
527,МОЛД-ЗАП,Не требуется,14,4800,2015-08-22
528,МОНЕНЗИН 10 %,Требуется,26,1750,2010-11-22
529,МОНЕНЗИН 20 %,Требуется,9,2350,2014-06-30
530,Монж Диета,Не требуется,12,3200,2011-12-07
531,МОНИЗЕН,Требуется,5,8450,2020-05-17
532,МОНЛАР 10 %,Требуется,25,3900,2021-08-21
533,МРД-0.6,Требуется,5,1300,2015-04-26
534,МСТА,Не требуется,8,1350,2020-08-18
535,МУЛЬТИБАЙ IMM,Требуется,28,8300,2017-11-15
536,МУЛЬТИБАКТЕРИН ОМЕГА-10,Требуется,20,8750,2013-05-12
537,МУЛЬТИВИТ,Требуется,21,9100,2013-09-13
538,МУЛЬТИВИТАМИН ИНЪЕКЦИИ,Не требуется,6,4800,2013-09-19
539,МУЛЬТИВИТАМИН ИНЪЕКЦИОННЫЙ,Не требуется,14,2750,2017-11-28
540,МУЛЬТИКАН-1,Не требуется,16,9650,2013-09-26
541,МУЛЬТИКАН-2,Не требуется,7,6550,2010-11-06
542,МУЛЬТИКАН-4,Требуется,6,1200,2011-05-26
543,МУЛЬТИКАН-6,Не требуется,22,8750,2019-09-26
544,МУЛЬТИКАН-7,Требуется,5,8250,2017-07-30
545,МУЛЬТИКАН-8,Требуется,21,8600,2013-06-21
546,МУЛЬТИМАС,Требуется,19,2000,2012-12-04
547,МУЛЬТИМАСТ DC,Требуется,8,5150,2020-11-08
548,МУЛЬТИФЕЛ-4,Не требуется,8,1650,2017-11-01
549,МУРАВЬИНКА,Не требуется,10,7900,2017-04-12
550,МЭК-СХ-1,Не требуется,17,1500,2021-01-20
551,МЭК-СХ-1,Не требуется,23,8350,2019-06-19
552,МЭК-СХ-2,Не требуется,29,3600,2019-06-06
553,МЭК-СХ-2,Требуется,27,2650,2015-07-15
554,МЭК-СХ-3,Требуется,26,4950,2021-05-24
555,МЭК-СХ-3,Требуется,21,8000,2020-12-16
556,ПАНАКУР ГРАНУЛЯТ,Требуется,29,3500,2016-06-22
557,ПАНАКУР ПАСТА,Требуется,30,6350,2014-12-02
558,ПАНДЕКС 1 %,Требуется,12,1800,2020-07-02
559,ПАНОЛОГ мазь,Требуется,21,1700,2016-05-08
560,ПАРАСТОП,Требуется,29,9150,2014-03-07
561,ПАСТА АЛЕЗАН,Требуется,5,2000,2017-05-17
562,ПАУДОКС,Требуется,12,5150,2018-09-05
563,ПДЭ ПЛАЦЕНТА ДЕНАТУРИРОВАННАЯ ЭМУЛЬГИРОВАННАЯ,Требуется,27,3400,2015-11-06
564,ПЕКСИОН,Не требуется,10,4250,2010-04-27
565,ПЕНБЕКС,Требуется,26,3750,2012-07-17
566,ПЕНОФУР,Не требуется,11,1550,2017-04-05
567,ПЕНСТРЕП,Не требуется,11,9050,2013-09-04
568,ПЕНСТРЕП 400 ЛА,Не требуется,18,4450,2014-09-11
569,ПЕРКУТАН,Требуется,23,2500,2019-06-22
570,ПЕРОЛ-А,Требуется,29,5850,2011-07-13
571,ПЕТКАМ ТАБС,Требуется,13,5750,2014-12-31
572,ПЕХА-ХАФТ,Не требуется,26,1700,2016-08-02
573,ПИМОПЕТ,Требуется,16,4350,2015-03-21
574,ПИРО-СТОП,Не требуется,28,6950,2014-07-28
575,ПИРОСАН,Требуется,10,9500,2015-07-16
576,ПИХТОВИТИН,Не требуется,16,3150,2020-04-20
577,ПЛАЗМА КРОВИ АЭРОЗОЛЬНОЙ СУШКИ АР-820,Требуется,10,9750,2018-04-16
578,ПЛАЦЕНТА ДЕНАТУРИРОВАННАЯ ЭМУЛЬГИРОВАННАЯ,Не требуется,7,4000,2019-06-06
579,ПЛЕРИОН,Требуется,22,8000,2012-04-09
580,ПЛЮСЕТ,Не требуется,23,3000,2015-06-15
581,ПНЕВМЕКВИН,Не требуется,26,6000,2013-10-18
582,ПНЕВМОСТОП,Не требуется,5,9800,2021-04-09
583,ПОЛИВАЛЕНТНАЯ ФОРМОЛВАКЦИНА,Требуется,28,6100,2020-07-01
584,ПОЛИГЕН РАСТВОР,Не требуется,12,8400,2011-07-15
585,ПОЛИГЕН СУХОЙ,Не требуется,17,4200,2010-05-30
586,ПОЛИДЕКС ПОЛИВИТ – КАЛЬЦИЙ ПЛЮС,Требуется,22,4200,2019-07-01
587,ПОЛИДЕКС ПРОТЕВИТ ПЛЮС,Не требуется,14,1200,2020-05-22
588,ПОЛИДЕКС СУПЕР ШЕРСТЬ ПЛЮС,Требуется,5,9250,2018-09-13
589,ПОЛИКАНИГЛОБ,Требуется,8,1850,2021-08-16
590,ПОЛИМИКСИНА М СУЛЬФАТ,Не требуется,11,3650,2020-02-23
591,ПОЛИОКСИДОНИЙ-ВЕТ РАСТВОР,Требуется,21,7250,2020-11-21
592,ПОЛИРИБОНАТ,Требуется,14,2100,2012-12-18
593,ПОЛИСАН,Требуется,29,1700,2021-02-20
594,ПОЛИСОЛИ МИКРОЭЛЕМЕНТОВ,Требуется,6,9100,2011-10-22
595,ПОЛИСОРБ ВП,Не требуется,10,5700,2010-07-06
596,ПОЛЬОДОКСИН,Не требуется,13,3450,2010-03-03
597,ПОРЗИМ 8100,Требуется,12,4100,2010-12-17
598,ПОРЗИМ 8300,Требуется,13,3550,2012-08-10
599,ПОРЗИМ 9100,Не требуется,22,6250,2015-02-11
600,ПОРЗИМ 9300,Требуется,21,9800,2020-07-20
601,ПОРЗИМ ТП100,Не требуется,7,7100,2013-01-01
602,ПОРКОМИЛК,Требуется,16,9200,2020-07-11
603,ПОРОШОК СПИРУЛИНА,Требуется,27,5800,2012-11-01
604,ПОРЦИЛИС ВРМ,Требуется,20,3750,2020-12-30
605,ПОРЦИЛИС КОЛИ,Требуется,15,3500,2017-05-22
606,ПРАЗИВЕР,Не требуется,30,1850,2016-04-14
607,ПРАЗИМЕК-D,Требуется,11,5300,2017-11-15
608,ПРАЗИМЕК-С,Не требуется,23,5200,2011-08-03
609,ПРЕМИКС РЯБУШКА (0.5%),Не требуется,14,7950,2010-01-29
610,ПРЕМИКС РЯБУШКА (1 %),Не требуется,6,6100,2015-03-14
611,ПРЕМИКС СОЛНЫШКО (0.5 %),Не требуется,17,3400,2011-03-28
612,ПРЕМИКСЫ-КОНЦЕНТРАТЫ КЛАДЕЗЬ,Требуется,23,8650,2014-03-01
613,ПРЕНОЛАКТ-ПОРОШОК,Требуется,15,7550,2018-08-25
614,ПРИМАЛАКТ,Требуется,17,8550,2010-11-17
615,ПРОГЕСТАМАГ,Требуется,24,1950,2016-05-29
616,ПРОДАКТИВ ФОРТЕ,Не требуется,25,3550,2015-03-31
617,ПРОКОКС,Требуется,27,7200,2012-06-27
618,ПРОПАЛИН,Требуется,10,7300,2015-06-15
619,ПРОТЕКФЛЮ,Требуется,18,5550,2013-07-22
620,ПРОТЕКФЛЮ ТЕ,Требуется,24,5650,2019-01-02
621,ПРОТОСУБТИЛИН Г3Х,Требуется,10,8400,2016-09-16
622,ПРОФЕНДЕР,Не требуется,29,1350,2010-11-06
623,ПУЛЬМАМАГ,Не требуется,19,9900,2012-12-13
624,ПУЛЬМОКИТ,Не требуется,22,8550,2017-03-07
625,ПУРЕВАКС RCP,Требуется,22,3450,2014-12-19
626,ПУРЕВАКС RCPCh,Требуется,26,1300,2017-03-27
627,ПЧЕЛИТ,Не требуется,22,2650,2018-06-19
628,ПЧЕЛОДАР,Не требуется,25,5700,2014-11-14
629,РАББИВАК-V,Требуется,27,1100,2013-12-17
630,РАББИВАК-В,Требуется,25,3200,2018-04-07
631,РАБИГЕН МОНО,Не требуется,6,7450,2011-09-17
632,РАБИЗИН,Не требуется,29,5600,2018-10-02
633,РАБИКС,Не требуется,15,8900,2020-06-11
634,РАБИФЕЛ,Не требуется,29,4500,2016-06-08
635,РАКУМИН 0.75 % ПОРОШОК,Не требуется,5,2600,2013-10-14
636,РАКУМИН-ПАСТА,Требуется,11,3650,2015-08-21
637,РАКУСИД,Не требуется,25,7650,2016-04-03
638,РАМИТ,Не требуется,7,4200,2019-01-18
639,РАНОЗОЛЬ,Не требуется,16,9700,2011-04-09
640,РАНОСАН МАЗЬ,Не требуется,17,9000,2011-04-15
641,РАНОСАН ПОРОШОК,Требуется,21,7600,2019-03-05
642,РАСТВОР ВИТАМИНОВ А Д3 Е и F,Требуется,5,4650,2016-03-28
643,РАСТВОР ГЛЮКОЗЫ 40%,Не требуется,12,3550,2014-10-28
644,РАСТВОР ГЛЮКОЗЫ 5%,Не требуется,26,5800,2016-07-03
645,РАСТВОР КАЛЬЦИЯ БОРГЛЮКОНАТ 20%,Требуется,30,9500,2016-11-09
646,РАСТВОР КАЛЬЦИЯ ГЛЮКОНАТА 10%,Требуется,26,6550,2018-05-19
647,РАТЕИД,Требуется,9,9250,2018-10-07
648,РАТИМОР-КОНЦЕНТРАТ,Требуется,25,9000,2017-10-21
649,РАТИМОР-ПРИМАНКА,Не требуется,10,1000,2014-09-18
650,РАТОКС,Не требуется,20,5350,2013-01-23
651,РАТТИДИОН,Не требуется,15,8200,2013-06-13
652,РАЦИДОЛ,Требуется,16,6150,2016-01-03
653,РЕГИДАТ,Требуется,9,2650,2020-09-27
654,РЕДИАР,Требуется,25,6550,2020-09-06
655,РЕКОФЕРОН ГАММА,Требуется,6,4650,2012-12-16
656,РЕКС ВИТАЛ АМИНОКИСЛОТЫ,Не требуется,14,7950,2015-09-03
657,РЕКС ВИТАЛ ЭЛЕКТРОЛИТЫ,Не требуется,19,3800,2012-01-16
658,РЕНАЛ паста,Не требуется,15,9800,2015-10-22
659,РЕНАЛ ФАЗА 1,Не требуется,30,6500,2019-03-19
660,РЕПТИЛАЙФ СУСПЕНЗИЯ,Требуется,12,4250,2015-07-25
661,РЕЦЕФ 4.0,Требуется,25,3550,2018-07-05
662,РИБОТАН,Не требуется,17,2950,2020-04-21
